step_time,reward,total_stopped,total_wait_time
5.0,0.0,0,0.0
10.0,0.0,0,0.0
15.0,-0.03,3,3.0
20.0,-0.43000000000000005,10,46.0
25.0,-0.54,13,100.0
30.0,-0.7,14,170.0
35.0,-0.7300000000000002,16,243.0
40.0,-0.8399999999999999,18,327.0
45.0,-0.9600000000000004,20,423.0
50.0,-1.0599999999999996,24,529.0
55.0,-1.33,28,662.0
60.0,-1.3999999999999995,28,802.0
65.0,-1.5700000000000003,32,959.0
70.0,-1.5999999999999996,32,1119.0
75.0,-1.7700000000000014,36,1296.0
80.0,-0.4399999999999995,30,1340.0
85.0,0.9500000000000011,27,1245.0
90.0,0.8999999999999986,28,1155.0
95.0,-1.2599999999999998,30,1281.0
100.0,-1.6199999999999992,36,1443.0
105.0,-1.0899999999999999,31,1552.0
110.0,-0.9600000000000009,30,1648.0
115.0,-1.3599999999999994,30,1784.0
120.0,-1.6400000000000006,36,1948.0
125.0,-1.8000000000000007,36,2128.0
130.0,-1.8200000000000003,38,2310.0
135.0,-1.8999999999999986,38,2500.0
140.0,-1.8999999999999986,38,2690.0
145.0,-2.0,40,2890.0
150.0,-2.0,40,3090.0
155.0,-2.1099999999999994,44,3301.0
160.0,-2.3400000000000034,48,3535.0
165.0,-2.289999999999999,48,3764.0
170.0,-2.4099999999999966,49,4005.0
175.0,-2.5,52,4255.0
180.0,-2.6500000000000057,54,4520.0
185.0,-2.3900000000000006,52,4759.0
190.0,-2.489999999999995,52,5008.0
195.0,-2.780000000000001,56,5286.0
200.0,-2.8800000000000026,58,5574.0
205.0,-2.8999999999999986,58,5864.0
210.0,-2.9200000000000017,60,6156.0
215.0,1.0700000000000003,54,6049.0
220.0,4.880000000000003,46,5561.0
225.0,7.159999999999997,44,4845.0
230.0,5.6200000000000045,35,4283.0
235.0,-1.4299999999999997,32,4426.0
240.0,-1.7199999999999989,38,4598.0
245.0,-2.0800000000000054,44,4806.0
250.0,-2.3599999999999994,50,5042.0
255.0,-2.6000000000000014,52,5302.0
260.0,-2.6199999999999974,54,5564.0
265.0,-2.8999999999999986,58,5854.0
