step_time,reward,total_stopped,total_wait_time
5.0,0.0,0,0.0
10.0,0.0,0,0.0
15.0,-0.09,5,9.0
20.0,-0.31999999999999995,7,41.0
25.0,-0.36000000000000004,8,77.0
30.0,-0.48,11,125.0
35.0,-0.5800000000000001,12,183.0
40.0,-0.7199999999999998,15,255.0
45.0,-0.7800000000000002,17,333.0
50.0,-0.8700000000000001,19,420.0
55.0,-0.9900000000000002,21,519.0
60.0,-1.0599999999999996,22,625.0
65.0,-1.1600000000000001,24,741.0
70.0,-0.08999999999999986,19,750.0
75.0,0.9299999999999997,14,657.0
80.0,-0.08999999999999986,16,666.0
85.0,-1.0499999999999998,24,771.0
90.0,-0.5699999999999994,21,828.0
95.0,-0.2400000000000002,20,852.0
100.0,-0.870000000000001,20,939.0
105.0,-1.0099999999999998,21,1040.0
110.0,-1.0999999999999996,22,1150.0
115.0,-1.0999999999999996,22,1260.0
120.0,-1.1400000000000006,24,1374.0
125.0,0.9700000000000006,22,1277.0
130.0,2.719999999999999,16,1005.0
135.0,3.410000000000001,10,664.0
140.0,1.0699999999999994,12,557.0
145.0,0.27000000000000046,12,530.0
150.0,2.0999999999999996,11,320.0
155.0,0.71,11,249.0
160.0,-0.6299999999999999,17,312.0
165.0,-0.8399999999999999,17,396.0
170.0,0.10000000000000009,15,386.0
175.0,0.6199999999999997,13,324.0
180.0,-0.4099999999999997,13,365.0
185.0,-0.6499999999999999,13,430.0
190.0,-0.3799999999999999,14,468.0
195.0,-0.7200000000000006,16,540.0
200.0,-0.8599999999999994,19,626.0
205.0,-1.0,20,726.0
210.0,-0.7799999999999994,18,804.0
215.0,-0.7100000000000009,19,875.0
220.0,0.8899999999999997,16,786.0
225.0,2.5700000000000003,7,529.0
230.0,-0.25,6,554.0
235.0,-0.6200000000000001,15,616.0
240.0,0.6400000000000006,14,552.0
245.0,2.1099999999999994,11,341.0
250.0,-0.44999999999999973,10,386.0
255.0,-0.7100000000000004,18,457.0
260.0,-1.0899999999999999,23,566.0
265.0,-0.10999999999999943,21,577.0
270.0,0.6699999999999999,16,510.0
