step_time,reward,total_stopped,total_wait_time
5.0,0.0,0,0.0
10.0,0.0,0,0.0
15.0,-0.05,3,5.0
20.0,-0.39,9,44.0
25.0,-0.22000000000000003,7,66.0
30.0,-0.2799999999999999,9,94.0
35.0,-0.050000000000000044,5,99.0
40.0,0.13,6,86.0
45.0,0.14,2,72.0
50.0,-0.09000000000000008,5,81.0
55.0,-0.3599999999999999,9,117.0
60.0,-0.5,10,167.0
65.0,-0.5,10,217.0
70.0,-0.5899999999999999,12,276.0
75.0,-0.6000000000000001,12,336.0
80.0,-0.69,14,405.0
85.0,-0.7199999999999998,16,477.0
90.0,-0.11000000000000032,16,488.0
95.0,0.04999999999999982,16,483.0
100.0,0.33000000000000007,11,450.0
105.0,1.21,6,329.0
110.0,0.08000000000000007,6,321.0
115.0,-0.5,12,371.0
120.0,-0.6399999999999997,13,435.0
125.0,-0.71,15,506.0
130.0,0.0699999999999994,11,499.0
135.0,0.6500000000000004,8,434.0
140.0,0.16000000000000014,6,418.0
145.0,-0.3100000000000005,10,449.0
150.0,2.1700000000000004,8,232.0
155.0,0.8699999999999999,8,145.0
160.0,0.19999999999999996,10,125.0
165.0,0.41000000000000003,7,84.0
170.0,0.17999999999999994,6,66.0
175.0,-0.43000000000000005,9,109.0
180.0,-0.010000000000000009,7,110.0
185.0,-0.029999999999999805,9,113.0
190.0,0.04999999999999982,5,108.0
195.0,0.3500000000000001,8,73.0
200.0,-0.33000000000000007,7,106.0
205.0,-0.3999999999999999,11,146.0
210.0,-0.19999999999999996,7,166.0
215.0,-0.19000000000000017,7,185.0
220.0,-0.41999999999999993,10,227.0
225.0,-0.54,11,281.0
230.0,-0.3900000000000001,12,320.0
235.0,-0.75,16,395.0
240.0,-0.8700000000000001,19,482.0
245.0,-0.9499999999999993,19,577.0
250.0,-0.54,15,631.0
255.0,-0.5900000000000007,19,690.0
260.0,0.3700000000000001,17,653.0
265.0,-0.6799999999999997,20,721.0
270.0,-0.71,20,792.0
275.0,-0.8699999999999992,22,879.0
280.0,-1.1000000000000014,22,989.0
285.0,1.0,17,889.0
