step_time,reward,total_stopped,total_wait_time
5.0,0.0,0,0.0
10.0,0.0,0,0.0
15.0,-0.11,6,11.0
20.0,-0.26,6,37.0
25.0,-0.31999999999999995,8,69.0
30.0,-0.3700000000000001,8,106.0
35.0,-0.3999999999999999,8,146.0
40.0,0.1399999999999999,5,132.0
45.0,0.010000000000000009,6,131.0
50.0,-0.3799999999999999,9,169.0
55.0,-0.56,12,225.0
60.0,-0.6400000000000001,13,289.0
65.0,-0.6499999999999999,13,354.0
70.0,-0.08000000000000007,9,362.0
75.0,0.10000000000000009,10,352.0
80.0,-0.5399999999999996,12,406.0
85.0,-0.6200000000000001,13,468.0
90.0,-0.6699999999999999,16,535.0
95.0,-0.7000000000000002,16,605.0
100.0,-0.8700000000000001,18,692.0
105.0,-0.9000000000000004,18,782.0
110.0,-0.9599999999999991,20,878.0
115.0,-1.0,20,978.0
120.0,-1.0700000000000003,24,1085.0
125.0,-1.3000000000000007,26,1215.0
130.0,-0.129999999999999,21,1228.0
135.0,0.5899999999999999,17,1169.0
140.0,-0.41000000000000014,19,1210.0
145.0,-1.1400000000000006,24,1324.0
150.0,-0.9399999999999995,22,1418.0
155.0,-1.040000000000001,26,1522.0
160.0,-1.4099999999999984,29,1663.0
165.0,-1.5,30,1813.0
170.0,-1.5600000000000023,32,1969.0
175.0,-0.5700000000000003,26,2026.0
180.0,0.08000000000000185,24,2018.0
185.0,-0.629999999999999,24,2081.0
190.0,-1.0300000000000011,25,2184.0
195.0,-1.3500000000000014,28,2319.0
200.0,-0.5999999999999979,27,2379.0
205.0,-1.4200000000000017,30,2521.0
210.0,-1.5,30,2671.0
215.0,-1.5899999999999999,32,2830.0
220.0,-1.6899999999999977,36,2999.0
225.0,-1.8399999999999999,38,3183.0
230.0,-2.0500000000000043,43,3388.0
235.0,-2.1999999999999957,44,3608.0
240.0,-1.3599999999999994,40,3744.0
245.0,-0.9699999999999989,38,3841.0
250.0,-1.6400000000000006,38,4005.0
255.0,-0.6300000000000026,34,4068.0
260.0,0.240000000000002,30,4044.0
265.0,-0.7800000000000011,34,4122.0
