step_time,reward,total_stopped,total_wait_time
5.0,0.0,0,0.0
10.0,0.0,0,0.0
15.0,-0.03,3,3.0
20.0,-0.35,8,38.0
25.0,-0.17000000000000004,4,55.0
30.0,-0.1499999999999999,6,70.0
35.0,-0.33000000000000007,7,103.0
40.0,-0.43999999999999995,10,147.0
45.0,-0.52,12,199.0
50.0,-0.6100000000000001,13,260.0
55.0,0.16999999999999993,8,243.0
60.0,0.4900000000000002,8,194.0
65.0,-0.33000000000000007,12,227.0
70.0,-0.6000000000000001,12,287.0
75.0,-0.4099999999999997,12,328.0
80.0,-0.6000000000000001,12,388.0
85.0,-0.6200000000000001,14,450.0
90.0,-0.9000000000000004,20,540.0
95.0,-1.0099999999999998,21,641.0
100.0,-0.7800000000000002,18,719.0
105.0,-0.7599999999999998,20,795.0
110.0,-0.9999999999999991,20,895.0
115.0,-1.040000000000001,22,999.0
120.0,0.6799999999999997,16,931.0
125.0,1.9700000000000006,14,734.0
130.0,0.8300000000000001,6,651.0
135.0,-0.4400000000000004,16,695.0
140.0,0.33000000000000007,14,662.0
145.0,1.04,9,558.0
150.0,2.8000000000000003,8,278.0
155.0,0.6599999999999997,14,212.0
160.0,-0.8599999999999999,19,298.0
165.0,-0.9500000000000002,19,393.0
170.0,-0.27,17,420.0
175.0,0.25,11,395.0
180.0,-0.5800000000000001,14,453.0
185.0,-0.9500000000000002,21,548.0
190.0,0.3100000000000005,17,517.0
195.0,1.33,11,384.0
200.0,-0.010000000000000231,15,385.0
205.0,-0.8800000000000003,20,473.0
210.0,-0.14999999999999947,17,488.0
215.0,0.94,9,394.0
220.0,0.94,7,300.0
225.0,0.6699999999999999,7,233.0
230.0,-0.1299999999999999,14,246.0
235.0,-0.8199999999999998,17,328.0
240.0,-0.8900000000000001,18,417.0
245.0,0.13999999999999968,13,403.0
250.0,0.9100000000000001,7,312.0
255.0,0.03000000000000025,9,309.0
260.0,-0.6100000000000003,13,370.0
265.0,-0.7699999999999996,17,447.0
270.0,-0.9100000000000001,19,538.0
275.0,-1.0499999999999998,21,643.0
280.0,-1.0600000000000005,22,749.0
