step_time,reward,total_stopped,total_wait_time
5.0,0.0,0,0.0
10.0,0.0,0,0.0
15.0,-0.03,3,3.0
20.0,-0.39,9,42.0
25.0,-0.22000000000000003,6,64.0
30.0,-0.27,9,91.0
35.0,-0.06999999999999995,9,98.0
40.0,-0.49,11,147.0
45.0,0.07000000000000006,6,140.0
50.0,0.5099999999999999,5,89.0
55.0,0.33999999999999997,6,55.0
60.0,-0.010000000000000009,8,56.0
65.0,-0.4099999999999999,9,97.0
70.0,-0.49,10,146.0
75.0,-0.54,14,200.0
80.0,-0.7000000000000002,14,270.0
85.0,-0.71,15,341.0
90.0,-0.9799999999999995,22,439.0
95.0,-0.22000000000000064,18,461.0
100.0,0.5600000000000005,14,405.0
105.0,0.1599999999999997,9,389.0
110.0,-0.14000000000000012,15,403.0
115.0,-0.7599999999999998,16,479.0
120.0,-0.8600000000000003,18,565.0
125.0,-1.0199999999999996,21,667.0
130.0,-1.13,23,780.0
135.0,-1.160000000000001,24,896.0
140.0,-1.2399999999999984,25,1020.0
145.0,-1.2600000000000016,26,1146.0
150.0,-1.3399999999999999,27,1280.0
155.0,-1.3899999999999988,29,1419.0
160.0,-1.6400000000000006,34,1583.0
165.0,-0.13000000000000078,30,1596.0
170.0,1.1800000000000015,22,1478.0
175.0,2.6099999999999994,15,1217.0
180.0,4.4,12,777.0
185.0,0.3699999999999992,15,740.0
190.0,0.9000000000000004,13,650.0
195.0,0.03000000000000025,21,647.0
200.0,-0.9700000000000006,21,744.0
205.0,-1.0499999999999998,21,849.0
210.0,-1.129999999999999,23,962.0
215.0,-1.1500000000000004,23,1077.0
220.0,-1.2400000000000002,25,1201.0
225.0,-0.10999999999999943,19,1212.0
230.0,0.6199999999999992,20,1150.0
235.0,1.3100000000000005,20,1019.0
240.0,3.63,13,656.0
245.0,1.6599999999999993,13,490.0
250.0,-0.5499999999999998,19,545.0
255.0,-0.6699999999999999,19,612.0
260.0,-0.6200000000000001,19,674.0
265.0,0.04999999999999982,18,669.0
270.0,0.6300000000000008,13,606.0
275.0,0.17999999999999972,15,588.0
280.0,1.13,10,475.0
