step_time,reward,total_stopped,total_wait_time
5.0,0.0,0,0.0
10.0,0.0,0,0.0
15.0,-0.04,3,4.0
20.0,-0.46,10,50.0
25.0,-0.31999999999999995,10,82.0
30.0,-0.58,12,140.0
35.0,-0.2100000000000002,10,161.0
40.0,-0.18999999999999995,12,180.0
45.0,-0.19999999999999996,10,200.0
50.0,-0.43000000000000016,11,243.0
55.0,0.18999999999999995,9,224.0
60.0,1.1000000000000003,4,114.0
65.0,0.019999999999999796,4,112.0
70.0,-0.19999999999999996,10,132.0
75.0,-0.55,13,187.0
80.0,-0.6799999999999997,14,255.0
85.0,-0.7200000000000002,16,327.0
90.0,0.10000000000000009,14,317.0
95.0,0.79,8,238.0
100.0,0.45999999999999996,10,192.0
105.0,-0.54,12,246.0
110.0,-0.71,16,317.0
115.0,-0.8000000000000003,16,397.0
120.0,-0.9099999999999997,19,488.0
125.0,-0.9900000000000002,20,587.0
130.0,0.33999999999999986,16,553.0
135.0,1.2999999999999998,12,423.0
140.0,0.7800000000000002,12,345.0
145.0,-0.7800000000000002,19,423.0
150.0,-0.02999999999999936,15,426.0
155.0,0.98,9,328.0
160.0,-0.11000000000000032,15,339.0
165.0,-0.8500000000000001,19,424.0
170.0,0.14000000000000057,17,410.0
175.0,1.3099999999999996,10,279.0
180.0,0.33999999999999986,12,245.0
185.0,-0.52,12,297.0
190.0,-0.69,14,366.0
195.0,-0.7400000000000002,16,440.0
200.0,-0.8899999999999997,18,529.0
205.0,-0.9199999999999999,20,621.0
210.0,-0.7000000000000002,18,691.0
215.0,-0.8399999999999999,18,775.0
220.0,0.25,19,750.0
225.0,-0.9499999999999993,19,845.0
230.0,-0.9400000000000013,21,939.0
235.0,-1.1600000000000001,24,1055.0
240.0,-1.25,26,1180.0
245.0,-1.3599999999999994,29,1316.0
250.0,0.7400000000000002,24,1242.0
255.0,2.6099999999999994,17,981.0
260.0,3.8400000000000007,10,597.0
265.0,2.4799999999999995,11,349.0
270.0,0.15000000000000036,9,334.0
275.0,0.25,14,309.0
280.0,-0.11000000000000032,15,320.0
