step_time,reward,total_stopped,total_wait_time
5.0,0.0,0,0.0
10.0,0.0,0,0.0
15.0,-0.09,5,9.0
20.0,-0.35,8,44.0
25.0,-0.45,10,89.0
30.0,-0.20000000000000007,6,109.0
35.0,0.050000000000000044,6,104.0
40.0,-0.34999999999999987,8,139.0
45.0,-0.40000000000000013,8,179.0
50.0,-0.43999999999999995,10,223.0
55.0,-0.6699999999999999,14,290.0
60.0,-0.7200000000000002,15,362.0
65.0,-0.7999999999999998,16,442.0
70.0,0.3899999999999997,10,403.0
75.0,1.1,6,293.0
80.0,0.20000000000000018,8,273.0
85.0,0.029999999999999805,12,270.0
90.0,0.07000000000000028,10,263.0
95.0,0.18999999999999995,9,244.0
100.0,-0.6099999999999999,14,305.0
105.0,-0.7000000000000002,14,375.0
110.0,-0.3899999999999997,12,414.0
115.0,-0.3799999999999999,14,452.0
120.0,0.21999999999999975,8,430.0
125.0,0.8699999999999997,9,343.0
130.0,-0.3799999999999999,9,381.0
135.0,-0.49999999999999956,13,431.0
140.0,-0.3100000000000005,11,462.0
145.0,-0.4500000000000002,11,507.0
150.0,-0.6299999999999999,13,570.0
155.0,-0.6499999999999995,13,635.0
160.0,-0.8600000000000003,19,721.0
165.0,-0.9500000000000002,19,816.0
170.0,-1.0399999999999991,22,920.0
175.0,-1.1300000000000008,23,1033.0
180.0,-1.2300000000000004,25,1156.0
185.0,-1.3699999999999992,29,1293.0
190.0,-1.450000000000001,29,1438.0
195.0,-1.4899999999999984,31,1587.0
200.0,-1.6400000000000023,33,1751.0
205.0,-1.6600000000000001,34,1917.0
210.0,-0.75,31,1992.0
215.0,-0.05999999999999872,28,1998.0
220.0,-0.9800000000000004,29,2096.0
225.0,-1.4600000000000009,30,2242.0
230.0,-1.5799999999999983,32,2400.0
235.0,-1.7899999999999991,38,2579.0
240.0,-1.9499999999999993,39,2774.0
245.0,0.6600000000000001,35,2708.0
250.0,3.099999999999998,25,2398.0
255.0,-0.14000000000000057,21,2412.0
260.0,-0.9899999999999984,21,2511.0
265.0,1.0799999999999983,20,2403.0
