step_time,reward,total_stopped,total_wait_time
5.0,0.0,0,0.0
10.0,0.0,0,0.0
15.0,-0.03,2,3.0
20.0,-0.37,8,40.0
25.0,-0.4,8,80.0
30.0,-0.5799999999999998,12,138.0
35.0,-0.18000000000000016,8,156.0
40.0,0.1100000000000001,8,145.0
45.0,-0.5,12,195.0
50.0,-0.6500000000000001,14,260.0
55.0,0.16999999999999993,8,243.0
60.0,0.5000000000000002,9,193.0
65.0,0.05999999999999983,6,187.0
70.0,0.20000000000000018,7,167.0
75.0,-0.3900000000000001,9,206.0
80.0,-0.19999999999999973,8,226.0
85.0,-0.41000000000000014,9,267.0
90.0,0.14000000000000012,8,253.0
95.0,0.48,6,205.0
100.0,1.2499999999999998,8,80.0
105.0,-0.16999999999999993,8,97.0
110.0,-0.07000000000000006,6,104.0
115.0,-0.08999999999999986,6,113.0
120.0,-0.3800000000000001,8,151.0
125.0,-0.42999999999999994,10,194.0
130.0,-0.6400000000000001,14,258.0
135.0,-0.6999999999999997,14,328.0
140.0,-0.77,16,405.0
145.0,-0.8100000000000005,17,486.0
150.0,0.41999999999999993,12,444.0
155.0,1.9200000000000004,4,252.0
160.0,0.45999999999999996,5,206.0
165.0,0.17000000000000015,13,189.0
170.0,0.08999999999999986,13,180.0
175.0,0.51,8,129.0
180.0,-0.020000000000000018,8,131.0
185.0,-0.6699999999999999,14,198.0
190.0,-0.7600000000000002,16,274.0
195.0,-0.2999999999999998,12,304.0
200.0,0.020000000000000018,14,302.0
205.0,-0.5299999999999998,13,355.0
210.0,-0.6500000000000004,16,420.0
215.0,-0.8599999999999994,18,506.0
220.0,-0.5300000000000002,15,559.0
225.0,-0.3600000000000003,14,595.0
230.0,-0.8300000000000001,19,678.0
235.0,-1.0,20,778.0
240.0,-1.0499999999999998,22,883.0
245.0,-1.1799999999999997,24,1001.0
250.0,-1.2100000000000009,25,1122.0
255.0,0.5899999999999999,22,1063.0
260.0,2.370000000000001,13,826.0
265.0,-0.7000000000000011,16,896.0
270.0,-1.0199999999999996,25,998.0
275.0,-1.3599999999999994,28,1134.0
