step_time,reward,total_stopped,total_wait_time
5.0,0.0,0,0.0
10.0,0.0,0,0.0
15.0,-0.03,3,3.0
20.0,-0.42000000000000004,10,45.0
25.0,-0.27999999999999997,8,73.0
30.0,-0.29000000000000004,8,102.0
35.0,-0.3999999999999999,8,142.0
40.0,-0.43000000000000016,9,185.0
45.0,-0.48999999999999977,10,234.0
50.0,0.17999999999999972,7,216.0
55.0,0.29000000000000004,8,187.0
60.0,-0.4299999999999997,10,230.0
65.0,-0.5,10,280.0
70.0,-0.5800000000000001,12,338.0
75.0,-0.6100000000000003,13,399.0
80.0,0.6800000000000002,8,331.0
85.0,1.57,6,174.0
90.0,0.08000000000000007,12,166.0
95.0,-0.7,15,236.0
100.0,0.13999999999999968,10,222.0
105.0,0.9600000000000002,6,126.0
110.0,0.09000000000000008,7,117.0
115.0,-0.10000000000000009,9,127.0
120.0,-0.07000000000000006,5,134.0
125.0,0.0,10,134.0
130.0,-0.44999999999999996,10,179.0
135.0,-0.54,12,233.0
140.0,-0.6000000000000001,12,293.0
145.0,-0.6299999999999999,13,356.0
150.0,-0.08999999999999986,10,365.0
155.0,-0.020000000000000018,10,367.0
160.0,0.41999999999999993,11,325.0
165.0,0.7999999999999998,9,245.0
170.0,0.0900000000000003,8,236.0
175.0,-0.48,12,284.0
180.0,-0.13000000000000034,8,297.0
185.0,-0.3099999999999996,10,328.0
190.0,-0.5500000000000003,12,383.0
195.0,-0.6299999999999999,14,446.0
200.0,1.6400000000000001,10,282.0
205.0,0.18999999999999995,12,263.0
210.0,-0.2200000000000002,10,285.0
215.0,-0.33999999999999986,10,319.0
220.0,-0.5800000000000001,12,377.0
225.0,-0.69,14,446.0
230.0,-0.7599999999999998,17,522.0
235.0,0.41000000000000014,16,481.0
240.0,1.7399999999999998,9,307.0
245.0,1.38,10,169.0
250.0,-0.30000000000000004,12,199.0
255.0,-0.5999999999999999,12,259.0
260.0,0.21999999999999975,7,237.0
265.0,0.7100000000000002,4,166.0
270.0,-0.25,10,191.0
275.0,-0.5999999999999999,13,251.0
280.0,0.4099999999999997,8,210.0
