step_time,reward,total_stopped,total_wait_time
5.0,0.0,0,0.0
10.0,0.0,0,0.0
15.0,-0.05,3,5.0
20.0,-0.4,9,45.0
25.0,-0.47000000000000003,11,92.0
30.0,-0.5499999999999999,11,147.0
35.0,-0.5700000000000001,12,204.0
40.0,-0.6499999999999999,13,269.0
45.0,-0.69,15,338.0
50.0,-0.7999999999999998,17,418.0
55.0,-0.9700000000000006,21,515.0
60.0,-1.0499999999999998,21,620.0
65.0,-0.040000000000000036,17,624.0
70.0,0.9900000000000002,10,525.0
75.0,-0.23000000000000043,11,548.0
80.0,-0.75,17,623.0
85.0,-0.21999999999999975,16,645.0
90.0,-0.2599999999999998,18,671.0
95.0,-0.7300000000000004,18,744.0
100.0,-1.0300000000000002,21,847.0
105.0,-0.6699999999999999,17,914.0
110.0,-0.5700000000000003,17,971.0
115.0,-0.8899999999999988,18,1060.0
120.0,1.2400000000000002,14,936.0
125.0,4.289999999999999,8,507.0
130.0,-0.39999999999999947,8,547.0
135.0,-0.6699999999999999,16,614.0
140.0,0.1200000000000001,12,602.0
145.0,0.5799999999999992,11,544.0
150.0,-0.6199999999999992,14,606.0
155.0,-0.7000000000000002,14,676.0
160.0,-0.4300000000000006,16,719.0
165.0,-0.8199999999999994,17,801.0
170.0,-0.8300000000000001,18,884.0
175.0,-0.9000000000000004,18,974.0
180.0,-0.9499999999999993,20,1069.0
185.0,-1.0,20,1169.0
190.0,-1.0200000000000014,22,1271.0
195.0,-1.1499999999999986,23,1386.0
200.0,0.7099999999999991,18,1315.0
205.0,2.1500000000000004,12,1100.0
210.0,2.1799999999999997,11,882.0
215.0,-0.5800000000000001,13,940.0
220.0,-0.879999999999999,20,1028.0
225.0,-1.0500000000000007,21,1133.0
230.0,-1.1199999999999992,25,1245.0
235.0,-0.33000000000000007,21,1278.0
240.0,0.1899999999999995,19,1259.0
245.0,-0.47000000000000064,19,1306.0
250.0,-1.0,21,1406.0
255.0,-1.049999999999999,21,1511.0
260.0,-1.1000000000000014,23,1621.0
265.0,-1.1499999999999986,23,1736.0
270.0,-1.3399999999999999,29,1870.0
