step_time,reward,total_stopped,total_wait_time
5.0,0.0,0,0.0
10.0,0.0,0,0.0
15.0,-0.04,3,4.0
20.0,-0.36000000000000004,8,40.0
25.0,-0.19999999999999996,7,60.0
30.0,-0.4900000000000001,10,109.0
35.0,-0.5399999999999998,12,163.0
40.0,-0.6699999999999999,14,230.0
45.0,-0.7600000000000002,16,306.0
50.0,-0.8399999999999999,18,390.0
55.0,-0.9200000000000004,20,482.0
60.0,-1.0,20,582.0
65.0,-1.0999999999999996,24,692.0
70.0,-1.1999999999999993,24,812.0
75.0,-0.0600000000000005,22,818.0
80.0,0.8399999999999999,16,734.0
85.0,-0.8800000000000008,20,822.0
90.0,-1.2299999999999986,28,945.0
95.0,-1.3100000000000005,28,1076.0
100.0,-1.4800000000000004,30,1224.0
105.0,-0.5399999999999991,26,1278.0
110.0,-0.02000000000000135,22,1280.0
115.0,-0.6600000000000001,24,1346.0
120.0,0.9800000000000004,18,1248.0
125.0,3.130000000000001,16,935.0
130.0,-0.3800000000000008,6,973.0
135.0,-0.379999999999999,14,1011.0
140.0,1.2400000000000002,12,887.0
145.0,2.719999999999999,10,615.0
150.0,0.9000000000000004,6,525.0
155.0,-0.45999999999999996,12,571.0
160.0,-0.11000000000000032,18,582.0
165.0,-0.23999999999999932,24,606.0
170.0,-1.0100000000000007,24,707.0
175.0,-1.0700000000000003,25,814.0
180.0,0.5100000000000007,20,763.0
185.0,1.8999999999999995,14,573.0
190.0,-0.5599999999999996,10,629.0
195.0,-0.6699999999999999,16,696.0
200.0,0.3799999999999999,18,658.0
205.0,1.1799999999999997,14,540.0
210.0,0.040000000000000036,12,536.0
215.0,-0.71,17,607.0
220.0,0.1200000000000001,18,595.0
225.0,0.9000000000000004,16,505.0
230.0,0.16999999999999993,18,488.0
235.0,-0.96,20,584.0
240.0,-1.1400000000000006,24,698.0
245.0,0.11000000000000032,21,687.0
250.0,1.58,12,529.0
255.0,0.4800000000000004,10,481.0
260.0,-0.7000000000000002,18,551.0
265.0,-1.1000000000000005,26,661.0
270.0,-0.5800000000000001,26,719.0
